"","season","game_date","game_id","action_type","combined_shot_type","loc_x","loc_y","shot_distance","three_pt","time_remaining","ot","home","playoffs","opponent","shot_made_flag"
"2423",2001,"2002-02-03","20100668","Driving Layup Shot","Layup",0,0,0,"0",857,"0","0","0","DAL","1"
"2424",2001,"2002-02-03","20100668","Jump Shot","Jump Shot",11,243,24,"1",720,"0","0","0","DAL","0"
"2425",2001,"2002-02-03","20100668","Slam Dunk Shot","Dunk",0,0,0,"0",414,"0","0","0","DAL","1"
"2426",2001,"2002-02-03","20100668","Layup Shot","Layup",0,0,0,"0",257,"0","0","0","DAL","1"
"2427",2001,"2002-02-03","20100668","Jump Shot","Jump Shot",18,137,13,"0",220,"0","0","0","DAL","0"
"2428",2001,"2002-02-03","20100668","Jump Shot","Jump Shot",-16,188,18,"0",67,"0","0","0","DAL","1"
"2429",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-149,179,23,"0",2833,"0","1","0","CHI","0"
"2430",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-71,116,13,"0",2667,"0","1","0","CHI","0"
"2431",2001,"2002-02-06","20100691","Running Jump Shot","Jump Shot",-105,-2,10,"0",2576,"0","1","0","CHI","1"
"2432",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-176,19,17,"0",2463,"0","1","0","CHI","0"
"2433",2001,"2002-02-06","20100691","Running Jump Shot","Jump Shot",79,47,9,"0",2397,"0","1","0","CHI","1"
"2434",2001,"2002-02-06","20100691","Layup Shot","Layup",0,0,0,"0",2282,"0","1","0","CHI","0"
"2435",2001,"2002-02-06","20100691","Driving Layup Shot","Layup",0,0,0,"0",1686,"0","1","0","CHI",NA
"2436",2001,"2002-02-06","20100691","Fadeaway Jump Shot","Jump Shot",-77,173,18,"0",1621,"0","1","0","CHI","1"
"2437",2001,"2002-02-06","20100691","Running Jump Shot","Jump Shot",-134,127,18,"0",1585,"0","1","0","CHI","1"
"2438",2001,"2002-02-06","20100691","Running Jump Shot","Jump Shot",-84,63,10,"0",1331,"0","1","0","CHI","0"
"2439",2001,"2002-02-06","20100691","Tip Shot","Tip Shot",0,0,0,"0",1329,"0","1","0","CHI",NA
"2440",2001,"2002-02-06","20100691","Running Jump Shot","Jump Shot",-134,36,13,"0",1263,"0","1","0","CHI","1"
"2441",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",159,-8,15,"0",1074,"0","1","0","CHI","0"
"2442",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-170,219,27,"1",1055,"0","1","0","CHI","1"
"2443",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-134,63,14,"0",1017,"0","1","0","CHI","1"
"2444",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-134,144,19,"0",914,"0","1","0","CHI","0"
"2445",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-130,103,16,"0",968,"0","1","0","CHI","0"
"2446",2001,"2002-02-06","20100691","Driving Layup Shot","Layup",0,0,0,"0",878,"0","1","0","CHI",NA
"2447",2001,"2002-02-06","20100691","Dunk Shot","Dunk",0,0,0,"0",832,"0","1","0","CHI","1"
"2448",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-128,137,18,"0",756,"0","1","0","CHI","0"
"2449",2001,"2002-02-06","20100691","Driving Layup Shot","Layup",0,0,0,"0",605,"0","1","0","CHI","1"
"2450",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",16,230,23,"0",560,"0","1","0","CHI","1"
"2451",2001,"2002-02-06","20100691","Driving Layup Shot","Layup",0,0,0,"0",450,"0","1","0","CHI","1"
"2452",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-12,82,8,"0",29,"0","1","0","CHI","0"
"2453",2001,"2002-02-06","20100691","Jump Shot","Jump Shot",-98,257,27,"1",24,"0","1","0","CHI","0"
"2454",2001,"2002-02-06","20100691","Layup Shot","Layup",0,0,0,"0",15,"0","1","0","CHI","1"
"2455",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",144,57,15,"0",2680,"0","1","0","WAS","0"
"2456",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",153,19,15,"0",2490,"0","1","0","WAS","0"
"2457",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",108,133,17,"0",2319,"0","1","0","WAS","0"
"2458",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",-149,53,15,"0",2302,"0","1","0","WAS",NA
"2459",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",51,207,21,"0",2161,"0","1","0","WAS","0"
"2460",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",-63,264,27,"1",1885,"0","1","0","WAS","0"
"2461",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",108,156,18,"0",1823,"0","1","0","WAS","0"
"2462",2001,"2002-02-12","20100707","Running Layup Shot","Layup",0,0,0,"0",1709,"0","1","0","WAS","0"
"2463",2001,"2002-02-12","20100707","Follow Up Dunk Shot","Dunk",0,0,0,"0",1707,"0","1","0","WAS","1"
"2464",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",108,-2,10,"0",1431,"0","1","0","WAS","0"
"2465",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",-155,76,17,"0",1325,"0","1","0","WAS",NA
"2466",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",108,167,19,"0",1210,"0","1","0","WAS",NA
"2467",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",-134,116,17,"0",1005,"0","1","0","WAS","1"
"2468",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",-134,99,16,"0",839,"0","1","0","WAS","1"
"2469",2001,"2002-02-12","20100707","Driving Layup Shot","Layup",0,0,0,"0",780,"0","1","0","WAS","1"
"2470",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",174,47,18,"0",583,"0","1","0","WAS",NA
"2471",2001,"2002-02-12","20100707","Running Jump Shot","Jump Shot",-149,13,14,"0",376,"0","1","0","WAS","1"
"2472",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",188,82,20,"0",340,"0","1","0","WAS","0"
"2473",2001,"2002-02-12","20100707","Running Jump Shot","Jump Shot",-42,70,8,"0",273,"0","1","0","WAS","1"
"2474",2001,"2002-02-12","20100707","Jump Shot","Jump Shot",-176,127,21,"0",67,"0","1","0","WAS","1"
"2475",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",115,9,11,"0",2858,"0","0","0","SEA","0"
"2476",2001,"2002-02-14","20100720","Tip Shot","Tip Shot",0,0,0,"0",2739,"0","0","0","SEA","0"
"2477",2001,"2002-02-14","20100720","Alley Oop Dunk Shot","Dunk",0,0,0,"0",2463,"0","0","0","SEA","1"
"2478",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",75,30,8,"0",2424,"0","0","0","SEA","0"
"2479",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",188,11,18,"0",2130,"0","0","0","SEA","0"
"2480",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",-48,26,5,"0",1711,"0","0","0","SEA","1"
"2481",2001,"2002-02-14","20100720","Layup Shot","Layup",0,0,0,"0",1471,"0","0","0","SEA","1"
"2482",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",161,0,16,"0",1440,"0","0","0","SEA","0"
"2483",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",11,53,5,"0",1317,"0","0","0","SEA","0"
"2484",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",-170,2,17,"0",1225,"0","0","0","SEA","0"
"2485",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",108,74,13,"0",1182,"0","0","0","SEA","0"
"2486",2001,"2002-02-14","20100720","Turnaround Jump Shot","Jump Shot",-84,-29,8,"0",1166,"0","0","0","SEA","0"
"2487",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",94,175,19,"0",1130,"0","0","0","SEA","0"
"2488",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",43,13,4,"0",888,"0","0","0","SEA","1"
"2489",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",108,152,18,"0",720,"0","0","0","SEA","0"
"2490",2001,"2002-02-14","20100720","Fadeaway Jump Shot","Jump Shot",79,112,13,"0",469,"0","0","0","SEA","1"
"2491",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",64,13,6,"0",436,"0","0","0","SEA","0"
"2492",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",186,17,18,"0",318,"0","0","0","SEA","1"
"2493",2001,"2002-02-14","20100720","Tip Shot","Tip Shot",0,0,0,"0",137,"0","0","0","SEA","1"
"2494",2001,"2002-02-14","20100720","Jump Shot","Jump Shot",144,101,17,"0",102,"0","0","0","SEA","0"
"2495",2001,"2002-02-14","20100720","Driving Layup Shot","Layup",0,0,0,"0",27,"0","0","0","SEA",NA
"2496",2001,"2002-02-15","20100730","Driving Layup Shot","Layup",0,0,0,"0",2476,"0","1","0","ATL","0"
"2497",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",-71,30,7,"0",2215,"0","1","0","ATL","0"
"2498",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",188,327,37,"1",2160,"0","1","0","ATL","0"
"2499",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",-71,219,23,"0",1792,"0","1","0","ATL","1"
"2500",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",85,184,20,"0",1381,"0","1","0","ATL","1"
"2501",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",159,82,17,"0",1282,"0","1","0","ATL",NA
"2502",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",-27,57,6,"0",1182,"0","1","0","ATL","0"
"2503",2001,"2002-02-15","20100730","Running Jump Shot","Jump Shot",73,57,9,"0",1094,"0","1","0","ATL","1"
"2504",2001,"2002-02-15","20100730","Reverse Layup Shot","Layup",0,0,0,"0",1038,"0","1","0","ATL","1"
"2505",2001,"2002-02-15","20100730","Fadeaway Jump Shot","Jump Shot",85,36,9,"0",951,"0","1","0","ATL","1"
"2506",2001,"2002-02-15","20100730","Driving Layup Shot","Layup",0,0,0,"0",500,"0","1","0","ATL","1"
"2507",2001,"2002-02-15","20100730","Jump Shot","Jump Shot",-12,82,8,"0",402,"0","1","0","ATL",NA
"2508",2001,"2002-02-15","20100730","Driving Layup Shot","Layup",0,0,0,"0",191,"0","1","0","ATL","1"
"2509",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",-145,156,21,"0",2703,"0","0","0","POR","0"
"2510",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",176,2,17,"0",2535,"0","0","0","POR","1"
"2511",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",75,70,10,"0",2511,"0","0","0","POR","1"
"2512",2001,"2002-02-17","20100741","Driving Layup Shot","Layup",0,0,0,"0",2271,"0","0","0","POR","0"
"2513",2001,"2002-02-17","20100741","Turnaround Jump Shot","Jump Shot",-67,139,15,"0",2030,"0","0","0","POR","0"
"2514",2001,"2002-02-17","20100741","Running Jump Shot","Jump Shot",18,59,6,"0",1953,"0","0","0","POR","1"
"2515",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",182,-2,18,"0",1816,"0","0","0","POR","1"
"2516",2001,"2002-02-17","20100741","Fadeaway Jump Shot","Jump Shot",-160,11,16,"0",1755,"0","0","0","POR","1"
"2517",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",176,114,20,"0",1441,"0","0","0","POR","1"
"2518",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",-187,17,18,"0",1385,"0","0","0","POR","0"
"2519",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",117,76,13,"0",1308,"0","0","0","POR","0"
"2520",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",5,211,21,"0",1292,"0","0","0","POR","0"
"2521",2001,"2002-02-17","20100741","Running Jump Shot","Jump Shot",-25,34,4,"0",1211,"0","0","0","POR","0"
"2522",2001,"2002-02-17","20100741","Finger Roll Shot","Layup",0,0,0,"0",1049,"0","0","0","POR","0"
"2523",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",-37,236,23,"1",1019,"0","0","0","POR","0"
"2524",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",60,561,56,"1",720,"0","0","0","POR","0"
"2525",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",-46,-8,4,"0",664,"0","0","0","POR","1"
"2526",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",39,188,19,"0",637,"0","0","0","POR","1"
"2527",2001,"2002-02-17","20100741","Turnaround Jump Shot","Jump Shot",-58,184,19,"0",588,"0","0","0","POR","0"
"2528",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",218,114,24,"1",447,"0","0","0","POR","0"
"2529",2001,"2002-02-17","20100741","Running Jump Shot","Jump Shot",-73,28,7,"0",305,"0","0","0","POR","1"
"2530",2001,"2002-02-17","20100741","Fadeaway Jump Shot","Jump Shot",11,146,14,"0",223,"0","0","0","POR","1"
"2531",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",-136,163,21,"0",189,"0","0","0","POR","1"
"2532",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",140,146,20,"0",93,"0","0","0","POR","0"
"2533",2001,"2002-02-17","20100741","Jump Shot","Jump Shot",-174,253,30,"1",28,"0","0","0","POR",NA
"2534",2001,"2002-02-17","20100741","Driving Layup Shot","Layup",0,0,0,"0",19,"0","0","0","POR","0"
"2535",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-206,-2,20,"0",2849,"0","1","0","BOS","0"
"2536",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",58,82,10,"0",2607,"0","1","0","BOS","1"
"2537",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-170,137,21,"0",2356,"0","1","0","BOS",NA
"2538",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-170,53,17,"0",2304,"0","1","0","BOS",NA
"2539",2001,"2002-02-19","20100758","Layup Shot","Layup",0,0,0,"0",1845,"0","1","0","BOS","0"
"2540",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-149,133,19,"0",1791,"0","1","0","BOS","1"
"2541",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",115,-2,11,"0",1689,"0","1","0","BOS",NA
"2542",2001,"2002-02-19","20100758","Driving Layup Shot","Layup",0,0,0,"0",1662,"0","1","0","BOS",NA
"2543",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",153,-2,15,"0",1605,"0","1","0","BOS","0"
"2544",2001,"2002-02-19","20100758","Running Hook Shot","Hook Shot",1,70,7,"0",1513,"0","1","0","BOS",NA
"2545",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-134,144,19,"0",1286,"0","1","0","BOS","1"
"2546",2001,"2002-02-19","20100758","Running Jump Shot","Jump Shot",-92,42,10,"0",1248,"0","1","0","BOS","0"
"2547",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-48,110,12,"0",855,"0","1","0","BOS","0"
"2548",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",153,70,16,"0",809,"0","1","0","BOS","0"
"2549",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",144,213,25,"1",747,"0","1","0","BOS","1"
"2550",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-141,127,18,"0",702,"0","1","0","BOS","0"
"2551",2001,"2002-02-19","20100758","Running Hook Shot","Hook Shot",64,82,10,"0",564,"0","1","0","BOS","1"
"2552",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",16,264,26,"1",322,"0","1","0","BOS","0"
"2553",2001,"2002-02-19","20100758","Alley Oop Layup shot","Layup",0,0,0,"0",244,"0","1","0","BOS","1"
"2554",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-56,76,9,"0",174,"0","1","0","BOS",NA
"2555",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-105,53,11,"0",154,"0","1","0","BOS",NA
"2556",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",-98,-2,9,"0",149,"0","1","0","BOS","0"
"2557",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",64,19,6,"0",73,"0","1","0","BOS","0"
"2558",2001,"2002-02-19","20100758","Driving Layup Shot","Layup",0,0,0,"0",45,"0","1","0","BOS","1"
"2559",2001,"2002-02-19","20100758","Jump Shot","Jump Shot",16,179,17,"0",11,"0","1","0","BOS","1"
"2560",2001,"2002-02-21","20100768","Reverse Layup Shot","Layup",-10,-4,1,"0",2763,"0","0","0","CLE","0"
"2561",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",184,-15,18,"0",2413,"0","0","0","CLE","0"
"2562",2001,"2002-02-21","20100768","Layup Shot","Layup",18,4,1,"0",2382,"0","0","0","CLE","1"
"2563",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",-52,47,7,"0",2188,"0","0","0","CLE","0"
"2564",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",-162,116,19,"0",2186,"0","0","0","CLE","1"
"2565",2001,"2002-02-21","20100768","Tip Shot","Tip Shot",-1,-4,0,"0",1738,"0","0","0","CLE",NA
"2566",2001,"2002-02-21","20100768","Finger Roll Shot","Layup",18,34,3,"0",1650,"0","0","0","CLE","0"
"2567",2001,"2002-02-21","20100768","Layup Shot","Layup",0,0,0,"0",1605,"0","0","0","CLE","0"
"2568",2001,"2002-02-21","20100768","Fadeaway Jump Shot","Jump Shot",91,34,9,"0",1577,"0","0","0","CLE","1"
"2569",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",-1,169,16,"0",1541,"0","0","0","CLE","0"
"2570",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",32,11,3,"0",1481,"0","0","0","CLE","1"
"2571",2001,"2002-02-21","20100768","Finger Roll Shot","Layup",24,17,2,"0",1447,"0","0","0","CLE","0"
"2572",2001,"2002-02-21","20100768","Running Jump Shot","Jump Shot",-10,87,8,"0",1375,"0","0","0","CLE","1"
"2573",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",98,156,18,"0",1336,"0","0","0","CLE","0"
"2574",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",3,196,19,"0",1291,"0","0","0","CLE","1"
"2575",2001,"2002-02-21","20100768","Driving Layup Shot","Layup",-16,0,1,"0",1072,"0","0","0","CLE",NA
"2576",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",-23,209,21,"0",1027,"0","0","0","CLE","0"
"2577",2001,"2002-02-21","20100768","Driving Layup Shot","Layup",11,4,1,"0",883,"0","0","0","CLE","1"
"2578",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",-82,163,18,"0",748,"0","0","0","CLE","1"
"2579",2001,"2002-02-21","20100768","Fadeaway Jump Shot","Jump Shot",157,-11,15,"0",720,"0","0","0","CLE","1"
"2580",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",-23,150,15,"0",227,"0","0","0","CLE","0"
"2581",2001,"2002-02-21","20100768","Jump Shot","Jump Shot",18,259,25,"1",149,"0","0","0","CLE","0"
"2582",2001,"2002-02-21","20100768","Layup Shot","Layup",-1,0,0,"0",129,"0","0","0","CLE","1"
"2583",2001,"2002-02-21","20100768","Fadeaway Jump Shot","Jump Shot",3,93,9,"0",57,"0","0","0","CLE","1"
"2584",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",-128,224,25,"1",2754,"0","0","0","CHA","0"
"2585",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",96,268,28,"1",2524,"0","0","0","CHA","0"
"2586",2001,"2002-02-22","20100778","Layup Shot","Layup",0,0,0,"0",2493,"0","0","0","CHA",NA
"2587",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",153,97,18,"0",2219,"0","0","0","CHA","0"
"2588",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",-71,186,19,"0",2197,"0","0","0","CHA",NA
"2589",2001,"2002-02-22","20100778","Alley Oop Dunk Shot","Dunk",0,0,0,"0",2105,"0","0","0","CHA","1"
"2590",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",68,30,7,"0",1967,"0","0","0","CHA","0"
"2591",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",68,163,17,"0",1632,"0","0","0","CHA","0"
"2592",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",108,114,15,"0",1563,"0","0","0","CHA","0"
"2593",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",-170,19,17,"0",1353,"0","0","0","CHA","0"
"2594",2001,"2002-02-22","20100778","Reverse Layup Shot","Layup",0,0,0,"0",1161,"0","0","0","CHA",NA
"2595",2001,"2002-02-22","20100778","Follow Up Dunk Shot","Dunk",0,0,0,"0",722,"0","0","0","CHA","1"
"2596",2001,"2002-02-22","20100778","Layup Shot","Layup",0,0,0,"0",702,"0","0","0","CHA","0"
"2597",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",222,57,22,"1",577,"0","0","0","CHA","0"
"2598",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",24,57,6,"0",319,"0","0","0","CHA","0"
"2599",2001,"2002-02-22","20100778","Reverse Layup Shot","Layup",0,0,0,"0",290,"0","0","0","CHA","1"
"2600",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",-107,19,10,"0",214,"0","0","0","CHA","0"
"2601",2001,"2002-02-22","20100778","Layup Shot","Layup",0,0,0,"0",137,"0","0","0","CHA","1"
"2602",2001,"2002-02-22","20100778","Jump Shot","Jump Shot",153,101,18,"0",0,"0","0","0","CHA","1"
"2603",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",121,-6,12,"0",2602,"0","0","0","NYK","1"
"2604",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",-143,163,21,"0",2444,"0","0","0","NYK","0"
"2605",2001,"2002-02-24","20100790","Turnaround Jump Shot","Jump Shot",62,63,8,"0",2366,"0","0","0","NYK","1"
"2606",2001,"2002-02-24","20100790","Turnaround Jump Shot","Jump Shot",-143,-13,14,"0",2198,"0","0","0","NYK","1"
"2607",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",87,133,15,"0",2160,"0","0","0","NYK","1"
"2608",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",-117,70,13,"0",2056,"0","0","0","NYK","1"
"2609",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",-168,184,24,"1",1674,"0","0","0","NYK","1"
"2610",2001,"2002-02-24","20100790","Tip Shot","Tip Shot",0,0,0,"0",1559,"0","0","0","NYK","0"
"2611",2001,"2002-02-24","20100790","Layup Shot","Layup",0,0,0,"0",1288,"0","0","0","NYK","0"
"2612",2001,"2002-02-24","20100790","Tip Shot","Tip Shot",0,0,0,"0",1287,"0","0","0","NYK","0"
"2613",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",-35,85,9,"0",1132,"0","0","0","NYK","0"
"2614",2001,"2002-02-24","20100790","Layup Shot","Layup",0,0,0,"0",1050,"0","0","0","NYK","1"
"2615",2001,"2002-02-24","20100790","Driving Dunk Shot","Dunk",0,0,0,"0",874,"0","0","0","NYK","1"
"2616",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",37,133,13,"0",755,"0","0","0","NYK","0"
"2617",2001,"2002-02-24","20100790","Layup Shot","Layup",0,0,0,"0",616,"0","0","0","NYK",NA
"2618",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",62,76,9,"0",532,"0","0","0","NYK",NA
"2619",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",-134,7,13,"0",190,"0","0","0","NYK","0"
"2620",2001,"2002-02-24","20100790","Jump Shot","Jump Shot",-101,7,10,"0",39,"0","0","0","NYK","1"
"2621",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",-105,7,10,"0",2789,"0","0","0","MIL","1"
"2622",2001,"2002-02-26","20100803","Running Layup Shot","Layup",0,0,0,"0",2689,"0","0","0","MIL","1"
"2623",2001,"2002-02-26","20100803","Slam Dunk Shot","Dunk",0,0,0,"0",2653,"0","0","0","MIL",NA
"2624",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",-162,68,17,"0",2596,"0","0","0","MIL","0"
"2625",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",2541,"0","0","0","MIL","1"
"2626",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",2117,"0","0","0","MIL","1"
"2627",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",-155,-2,15,"0",2087,"0","0","0","MIL","1"
"2628",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",1992,"0","0","0","MIL","0"
"2629",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",-149,91,17,"0",1982,"0","0","0","MIL","0"
"2630",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",-185,186,26,"1",1763,"0","0","0","MIL","0"
"2631",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",1663,"0","0","0","MIL",NA
"2632",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",1631,"0","0","0","MIL","1"
"2633",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",1333,"0","0","0","MIL","1"
"2634",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",144,-19,14,"0",1054,"0","0","0","MIL","0"
"2635",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",37,173,17,"0",1025,"0","0","0","MIL","0"
"2636",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",941,"0","0","0","MIL","1"
"2637",2001,"2002-02-26","20100803","Layup Shot","Layup",0,0,0,"0",864,"0","0","0","MIL","1"
"2638",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",79,80,11,"0",774,"0","0","0","MIL","0"
"2639",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",132,106,16,"0",721,"0","0","0","MIL","0"
"2640",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",64,23,6,"0",582,"0","0","0","MIL",NA
"2641",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",138,-23,13,"0",494,"0","0","0","MIL","0"
"2642",2001,"2002-02-26","20100803","Driving Layup Shot","Layup",0,0,0,"0",468,"0","0","0","MIL",NA
"2643",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",123,253,28,"1",231,"0","0","0","MIL","0"
"2644",2001,"2002-02-26","20100803","Dunk Shot","Dunk",0,0,0,"0",65,"0","0","0","MIL","1"
"2645",2001,"2002-02-26","20100803","Jump Shot","Jump Shot",167,51,17,"0",40,"0","0","0","MIL","0"
"2646",2001,"2002-02-27","20100816","Running Jump Shot","Jump Shot",106,2,10,"0",2798,"0","0","0","MIN","1"
"2647",2001,"2002-02-27","20100816","Jump Shot","Jump Shot",-96,167,19,"0",2754,"0","0","0","MIN",NA
"2648",2001,"2002-02-27","20100816","Layup Shot","Layup",0,0,0,"0",2748,"0","0","0","MIN","1"
"2649",2001,"2002-02-27","20100816","Layup Shot","Layup",0,0,0,"0",2692,"0","0","0","MIN","0"
"2650",2001,"2002-02-27","20100816","Alley Oop Layup shot","Layup",0,0,0,"0",2681,"0","0","0","MIN","0"
"2651",2001,"2002-02-27","20100816","Jump Shot","Jump Shot",144,135,19,"0",2503,"0","0","0","MIN","0"
"2652",2001,"2002-02-27","20100816","Layup Shot","Layup",0,0,0,"0",2470,"0","0","0","MIN","0"
"2653",2001,"2002-02-27","20100816","Layup Shot","Layup",0,0,0,"0",2467,"0","0","0","MIN","0"
"2654",2001,"2002-02-27","20100816","Layup Shot","Layup",0,0,0,"0",2346,"0","0","0","MIN","1"
"2655",2001,"2002-02-27","20100816","Jump Shot","Jump Shot",150,154,21,"0",2209,"0","0","0","MIN","0"
"2656",2001,"2002-02-27","20100816","Jump Shot","Jump Shot",85,36,9,"0",1956,"0","0","0","MIN","1"
"2657",2001,"2002-02-27","20100816","Jump Shot","Jump Shot",70,190,20,"0",1832,"0","0","0","MIN","0"
